Text,Sentiment
abhi lodhi from brhra sarila,positive
YAH MASHIN KESE KHARID SAKTE HAI,negative
very good old provided dealer address mh jalgaon,positive
Agricultural Machinnery chi prize  TYACHI ATTACHMET babt mahiti photo pathwa majha Emil shantaramsansaregmailcom,negative
from which place can i get it  main kahan se j machine prapat kar sakta hoon,negative
Are kitna bolega re yede,negative
Kaam ki baat jya kro bhaisubscribe subscribe krte rehte ho,negative
aadhi adhuri jaankari dey rhay ho,positive
anchor paagal paani kaisay kab daalna hai bataya he nhi,negative
1 request jo intervew lete ho video format full screen me lo aur detail me hydrophonic vidhi ki videos banao pls,negative
Ek hi motion baar baar dikhana apki aadat ho gai h m ye channel chhod rha hu,negative
But asking for likeshare and chanel subscribe is not goood idea,negative
Bina mitti ke mitti seh Milne wale poshak tatva kaise aate hoge khane mai,negative
Murgi ko khela sekte he kia,negative
Sir g namaskar hydroponic Technic me kon kon si fasal ke seed grow kar sakte h makki k alawa kripya bataye,negative
Hi this Amrik  Singh  Anand from New Delhi I am growing wheatgrass  since last 16 years I use only vermi  compouse  thatswhy my wheatgrass benefits are manifolds  is very effective Krishma wheat grass 99998608859212004972,positive
Very good news for me and farmers,positive
This my phone number  please contact  7987210190,negative
Video me jo Bhai saheb hydroponic fooder bana rahe h kaha se h wo,negative
mka konasa lena hai ghar mai ka hi ya krushi kendra mai se,negative
Aap ki is video m ap ne,negative
Isme pani din me kitni baar dena hai Kese dena hai Trey me niche pani niklne ke ched karna padta haiisko kaat ke khila sakte hai ya har baar naya seed jerminate karna padta hairoom me temparechure kitna rakhna padta hai Vo sab bataiyegasirji,negative
tyar krene ka trika hydroponic ya mail kro,negative
sir please ache se btaye,negative
Please sir aap apna mobile no dijiye na 8871736999,negative
gomutra ka upyog kaise kiye bataiye,negative
tonic kaise diye samjh nhi aaya,negative
ek trey ak pashu k lye ak time ki ha contati bato y g,negative
20 rupees kaju hai to pls contact me  my no 9637156907,negative
Mughe ghut se alarji hai,neutral
Itne admi tera nabar puch rahe h batatata kyun nahin,negative
bagawan se daro itna jhoot had ho gai,negative
Tumari maa ki choot benchod jute mt bol,negative
5 gaadi kaju dilwado bhai,negative
Teri chut 10 me bech randi,negative
idhar v bhaj do Bhai,positive
madharchod jhott bol rahe h,positive
agar ye bat shi hai to vha ke vypari ka number sent klo,negative
Kya aap waha ka phone no desakte hai,negative
Re madhar chod agar aysha hota to tu kaju nhi bechati  Jo YouTube pe ganr chudwa rhi hai  Chutiya banati hai sali madhar chod,negative
Teri ma ne khai hongi 20 rupe vale vo bhi shing dana tabhi tere ko bhot akkal aagi,negative
Sale view ke liye marte he kucch chutiya pa karte,negative
Please give contact no my 8086044599,negative
i dont know it is right or not,negative
hundred percent fake hai mein JaamTara se hoon Aaj Tak Mujhe 20 rupay kilo Kaju nahi mila hi,negative
jovi Channel ko subscribe kiye ho unsubscribe kar do ye log sirf Jhooti Baat failata Hai,negative
Teri Amma ki chut se bhi sasta hai yaar 20 k kilo kaju or 30 main teri Amma ki chut badiya hai,negative
Lagta hi tum gadha ka bachcha hi,positive
Bakbas karte rahta hi tumko kuchh nahi milta hi,negative
sahi ho to mob no send kro,negative
aap apana number sent kro,negative
EARN UNLIMITED WITH YOUR ANDROID PHONE 100 FREE,positive
install  Open Champcash App from Play Store,negative
Click on Signup With Champcash,negative
Enter Refer ID of Sponsor 12175556,negative
install 67Apps for Active Member,negative
Then You will be Joining  get C 1 Rs62 as the Signup bonus,neutral
Then You can Earn Unlimited Money,positive
After join  More Info Contact Dilawar jalal Sponser ID 12175556,negative
Aur kitna fake news doge,negative
Mere Gao me cashew ki production hoti hai phir bhi 20  ko ek Dana bhi nahi milta hai Samjhe logonko chutiya banate ho,negative
tara chood  dam khtana hai,positive
Fake I am disliking the video and unsubscribe,negative
Tu hamesha fake video banati hai,negative
Hum jamtara me hi rathe hai Madam aaj tak 20 rs kg to choro 20 rs ka 100 gm v nahi milega,negative
Itna jhoot kyu bolti hoo jab kuch pata hi nahi hai,negative
Mujhe chahiye please call me 8825161945,negative
main iska business krna chahta hu plz,negative
Are bhai Mugfli ka ret btarheho ap,negative
Ye kazu 800 pr kg he,positive
apne paise kamane k liye public ko chutia to mt hi bnao  madharchod sali,negative
mujhe holsel me chaiye 20000kg,negative
mai kaju  yanha chhattigar me magana chahta hunmukesh 9617047736,negative
Mujhe wholesale mai kaju chaheye  per day manufacture cll kre 9773754036,negative
ky proper adress plzzzjha kaju ette saste m mil ra h,negative
Fake chutea bana raha he,negative
Phir tum wypar kyun nahin karte,negative
Pl Give mobile number We need two ton kaju,negative
fake mat itna hm v jharkhand k hi hai,negative
call me I wanna start business for dry fruits 9650880108,negative
Invite your friends on conference call tonight  make money today,positive
For conference call Call 01725199258 Code 693363 wwwpesanetin,negative
galat ha ya ma khud Jamtara ka hu iha kaju 1000 Rs kg ha,negative
paghal samjta may jamtara m hi rahta ho,negative
Me jharkhand ka hi huYe feke h,neutral
100000 ton chaiye Muje h baski tere,negative
please give me whtsapp I need,negative
give me contact details my no 7223826163,negative
kese ap mu je bhej shak te ho,negative
Please give me the number and address,positive
Jamtara men konsi jagah par milta he vishwas nahi hota,negative
YEH sach HAI 20 rupe kg kaju,negative
Wo sabut kaju ki baat kar rahi hai,negative
Nehi tho mujhe content kare 9110265068 mujhe kaju ki jaruratha he plzZz 20rs kg wala kaju wale ka no send karw,negative
Plzzz Sellar ka no send kare,negative
Info is incomplete no info about qualities rates no dealers info no info about retailers how to procure them Only dictation,negative
i shall businesskaindly call u 9434899266ets 9734088889,negative
Al Nasir Group Of India,positive
muje chaiye kaju bulk 9741688743,negative
Muje contact no send kijiye,negative
Kaju baypari ka contact no vejo,negative
Tu bhanchod kabhi sahi vedio bhi daal liya kar,negative
its fake we dont see cashew at Rs 20 kg nothing like thatfake fake fake,negative
Pagal kaju kya tumne lagaye,negative
Aap ka phone number ki hai,negative
Al Nasir Group Of India,positive
All types of food products processing manufacturing and selling in all over India,positive
Al Nasir Group Of India,positive
All types of food products processing manufacturing and selling in all over India,positive
Al Nasir Group Of India,positive
All types of food products processing manufacturing and selling in all over India,positive
Arey Hum Katha 50 rupay kilo Mil Jaye to200kg le lenge,negative
Muje 10 kg kaju kaju 150 me bhijwa dijiye Contact no 9179299661,negative
Jhoot bolna band karo madarchod tum log,negative
2000 kg i need good quaility kaju my num 9504003366,negative
trust me hai mughe chahiy address do please mai cal hi Chala jauga,negative
Plz give contect no my no 8630992114,negative
muje add or number send Karo,negative
Mujhe holsale main kam se kam 12 ton kahu chahiye so mujhe kahu bechnewala ka number dijiye,negative
Mujhe cahiye kaju kam se kam 200kg my no 7379414570,negative
Phone no Bhejo kya haryana me bhi ho sakta h,negative
who will buy from us at this rate  there is APMC  which is very harsh on farmers,negative
Kiss time ko ye podhe lagane cahiye,positive
kis area me lag sakta hai,negative
25acore ropna hai call kare,negative
Papite ki sabhi variety me virus ka problem jyada ata hai Uske solution ke liye aur jyada production ke liye contact kare Pratul Shelat 09824079392,negative
Beej Kahan se le iske,negative
please help me for papaya agriculture practicemy number is 9028846367in one acre land what is the cost of plantation and what would be the profiti m from latur  Maharashtracan papaya be grown in this area please guide me properly regards,positive
papita khareedega Kon or Kahan Biktaa hai,negative
Apka video aachcha laga aur sir is papite ka beez lena hai,negative
Sir kaise papeeta ka kheti Kare papeeta ka beej kahan se kharide,neutral
ha mai kheti kar na chahta hu,negative
HAme puri jankari chahiye please send information details thank u,positive
5 bight main kitna podha lagega or beej kese me legal kharcha kitna hoga,negative
Main jehanabad  Bihar se hun Mujhen apne khet men papita ki kheti karna chahta hun Main apne khet ki Mitty ki janch karwana chahta hun Iske bare men mujhe jaankari chahiye  Mera mobile number hai 9470855166,negative
8210575866 bat kariye is PR hame jankari dijiye,negative
Pls tell me how to get seeds and plant and from where can i get it,negative
I will start that business but how will growth now so plz tell me some ideas and helps Plzthats my no 7080647199 call to me urgently,negative
yeh bale  papita ka padah chahei plz call sir 8280283024,negative
Sir sabse Acha kon sa papita ka bij rhega kese podh teyar ki jayegi,negative
I live in Hardoi Mai papite ki kheti karna chahta Hun beej Kahan se milega,negative
Papite ka  seeds Kahan se milega,positive
5 Hector Jamin me lagane k liye kitna invest karna padega,negative
Good Sir please call me 9970307620,positive
I want to know about this farming My number 9723231579 please contact me I have  want to this farming,positive
Sir yeh papite ki podh ya beej kaha see milega,negative
Please inform all details kirannpp8911gmailcom,neutral
1acar me kitane ped lagate hai aur iska bij kaha milega,negative
Mujhe chaiye big mo 7379414570,negative
I want do this farming pls contact me at 6260806966,negative
please apna contact no share kijiye muje papite k bare m btaiye pls,negative
Sir I belong to hilly region here in kalimpong dist Darjeelingthe normal temperature here is about 20 to 25 degree Celsius so it could be possible to do such farming here,negative
Kab krna haiKaise kiya jata hai buai aura nersery dhanbad m Kaha mil sakta hai,negative
this  pappya seed  from which we can take,negative
Sir how can we get seedAnd what is the rate per kg of seed,negative
sir namaskar  papita ki kheti liye taiban seed or plant kahan se aur kaise prapat karai thank you  for making such video,positive
Please send your mobile number I am retired person I want  to provide my land those intersted person who interested for papaya farming I will provide all infrastructure financially to such a sharer willing person Pl intimate such interested person who want large scale papaya farming,positive
Bij kaha milenge ees papite ke Mai Maharashtra se hu,negative
Muge  papita ka kheti krna h  5 hectares may  seed kaha se laya jaye   Address batao  Or mobile no  Bhi,negative
mujhe seeds chahiye kaha milega,negative
achhi quality ka seeds kaha se milega,negative
I didnt get any messages from you or replyplz provide me details,negative
i want  500 hundred root of this papitai am from yavatmal in maharastate,negative
Bhai saheb mujhe apna contract number do,negative
Mai bahut paresan hun iski market Aur suplai Kahan Karen batao,negative
Plz told about how to do the technical farming,positive
PLZ SEND ME NUMBER 9023984001,negative
ye plant konse he Taiwan,negative
Dr sab es k pady kaha mily gy,negative
I like this and would like to farm this,positive
sir plz help sir plz,positive
plz provide me full information about papaya plantation,positive
I want to more information for farming,negative
M interested plz give ur contact no  or call me 9815801232,negative
Sir ye Kha par ye paudha milega,positive
Sir ye Kha par ye paudha milega,positive
Contact for more details about papaya in rajasthan 9950880001,positive
Brother can you provide seeds of this type of Papaya  or knoledge about it,negative
kis mahiny main kasht ki jati ha,negative
Agar 70 crore kama sakte hai tho app start karlo na youtube kyu chaka rahe ho Kya YouTube issea jyada de raha kya,negative
please call me or give me your number for papaya farming,negative
Please add me on whatapp 9350033512,positive
Bhai me kerna cha rha hu khete kuch tips do mujhe,negative
Please give me your number,positive
me papite ki kheti kerna chahta hu kripya mushe bataye podha kaha se prapt kru my m 9685621559,negative
kon si biz laganese ye phol milegi aur kaha milegi iski biz,negative
How I can do Call me 9517169210,negative
I am interested my wp no 9426410479,positive
where will I get thisPlease contact 9819461014This is required in Pali district Raigad Maharashtra,negative
mai papite ki kheti karana chahta,neutral
taiban papita ka bij kaha milega cont no dijiye,negative
Plis sand mi dital papita farming,negative
papite ke liye konse bij bobe chahiye,negative
hello sir kese kare papiteki kanti kon sa papiteki ka bij lagan,positive
Sir main papite ki kheti karna chahata hu,neutral
Mera mobil no hain  9764749040,negative
Is ka big kaha milega,negative
papita ki konsi cream Lagaye aur paid kahan se Milenge ph9205344137,negative
Ek ekad me kitne pad lagenge aur  Kitna profit ho jayega,negative
Mein papita ki kheti karna chahta Hoon Mujhko batao paid Kha se Milenge konsi variety Laga Hoon Jankari De,negative
sir muje explain karna 918872333781,positive
Kitne duri honi chahiye poidha se podha kikaha milaga bij,negative
Kha se bij upalabhdh hoga,negative
Eska seed kha milega 7665170001,positive
Pepita ke kheti kaise aour ye poudha Kaha milega Katane me milega Pls bataye,negative
pls send me details of papaya farming on chanderpundirgmailcom,negative
Sir please mujhe bataye iska tariqa Kiya Hai Mera no 9123206823,negative
Seed kha sa milaga 09780108800,negative
sir me lagaunga kab lagana hai my contact  9685833546,negative
Kaha milega isaka bij ok wo bat tataye jarur,negative
papite kab lagaye jate hai,negative
mere kol 20biga ha hunmangard kol mai lavana hai 9653083951 add me,negative
Plz sir your contact number send me my number 9814703201,negative
G namaste I m from west bengal and interested to papaya farming I need Redladdy papaya seeds where it available and papaya cultivation Bengal ki weather k liye suitable  and column row distance  please reply G Bahut bahut dhanyavad,negative
8791837857 ya beeg kah par melagaya plj call me,negative
Sir rajasthan me jodhpur me konsa papita lagaye,negative
Sir apna no do mujhe apni farm land mein papitey kii farming karwani hai Seeds se related query door karo,negative
8933883938 ceramic karna hai Jisme number aur kaise ho gayi Faisal kahan se Milegi baby kahan se Milegi Kaise Hogi give me answer,negative
Sir Mujhe Ye Video Bahoot Pasand Aya Sir Mujhe Pabita Ugane Ka Upay Bataiye Sir,positive
Hiplease give us more detail information on Papaya farmingWe are interested to know more,positive
mere pass 5 beega jameen h or me papita ki fasal lagana chahta hu,negative
muje kis tarh se kheti karni chaye,negative
taiwan rad lady 786 paputa ka beej khaa milga  my m n Jitender Chauhan  8076253601  9958707486,negative
Kha milega is papita ka vijay,negative
Papita ya koi bhi fruts ya koi bhi sabji kha beche or kis tarah beche ditel bataie,negative
From where I can get seeds of this variety in Haryana,positive
papita lgbane hetu samprk kre 7693954358,negative
Market ki kya prabandh hai,negative
tu pakka madarchodtu ghud try karna,negative
janab Papita ko kasy Graft karty hain aur who 45 feet tak uper jata hai aur phal lad Puda Papity sy bhar jata hai jata hai kya is ko Graft karty hain to kasy ya is ki jati hi aisi hoti hai aur is ko pot my kasy grow karin ky phal bhi ziadh aay jawab mery email per den Shukria,negative
My mobile number 9898659163 please contact me,negative
Please send your mobile number,negative
sir mujhe iski poori jankari cahiye,positive
Sir eske beej Kha pe mile ga,positive
Sir bij and taknik ke bare me puri jankari dey I am interested for it so please,positive
Sir apka mobile number milega,neutral
Sir mera pas 5akar Khali Jamin hai us ma mugha papayia lagana hai is Lea hamko pura jankari chahea Mera mobile No 9973383390 WhatsApp No v yahi hai plzzz call  SMS,negative
sir me bhi papita ki kheti krna h plz contact 9936036301,negative
Sir beej ka bhav kya hai Or kaha milega,neutral
papite ke beej kanha milege one acre me kitane ped lagane padege kripaya batayen my mob no 8249800050 hai,negative
good knowledge please send me your friend variety of great lady seed what is the price,positive
Sir please hmse contact kriye hm lgana chahte hai,neutral
papaya ko tower ke radition se jo nuksan hota hai uska kya upya hai,negative
Can you please translate this video into English Thanks,positive
I also want too do papaya farming,negative
Sar mene Rajasthan badisadari  me mene lagaya he Rd ledi 786 wali verayiti  ma aapse ye ray lena chahta ki me bhi me bhi lakho rupaye kama sakta hu,negative
me papite ki kheti karna chahta hu,negative
I want do sir plz give me full information about it,negative
Is kism ki paudhe pane k liye kaha pr sampark kiya jayega iski jankari bhi bta dijiye,negative
kha se iska paudha milega,negative
ye prajati kaise milegi hame,negative
gift of nature for ypu,positive
sir muje bhi karni h papite ki kheti 9991070704 pls btana,neutral
sir ye bij haha milega sir 2akad jamin me lagan he ji7734959848,negative
7734959848 sir me re ko  Kani ke kheti,neutral
Mujhe ye kheti krani hai pls tell me 7088018120  Aligarh up,negative
Hello sir is kisim ka papite ka bij kaha mileage sir please contact 7226086590 iska pura niyam janna hai,positive
Ham be ye khatai kar na chate h sir ham jaipur distik ke sahapura se h 8875964617 dharasat singh meena please hame raay de,negative
Plz send more information for this,negative
papite ki kheti kaise Karna Aur profit k liye kya Karna chahiye,negative
Bij accha batao koe sri,negative
sir papite ke kheti krna chhahte hai bij kha mileha,negative
Frm where ll get the sheed,negative
Can u help me out pls,negative
Ye papita ka tree mile ga kaha,negative
Plz tell me the basic n initial peocess,negative
Ppite ka podha Kitne feet ki doori pr lgana chahiye,negative
ye kis length pe Lagana hai iska bij kaha miles  kaha kis rate pe bikega,negative
Bhai wo sab thik jo btaya,negative
Bhai ye bhi bta do ise bechen kahan pe is ki mandi kahan hai,negative
2ekad jamin me none se kitni kamai ho sakti hai Paudhe kaha se mil sakte hai Kis Tarah becha ja sakta hai,negative
2ekad jamin me none se kitni kamai ho sakti hai Paudhe kaha se mil sakte hai Kis Tarah becha ja sakta hai,negative
mere pass 10tan mall hai lene wala hai kya koi help me,negative
market kaha hai gondia may,positive
are Bhai ye bikega kaha,positive
papite ki kheti kaise kare,positive
please give me full information papite ki kheti how i can do this my mobile no 9897743401,negative
7388598599 mera na Hai narsari kase milegi bata dena,negative
papite ki kheti kaise kr call 7379873464,negative
sir lekin ye papite bechana kaha or kisko hepliss Ripley sir,negative
Sir iske seeds kaha milegerajasthan me dungarpur se hu 9602226814 Or muje lagane he,negative
verry nice i am Bhaurao pawar 7353962830,positive
Ashok kumar kushwaha chhoti badoni khurd jila datia mp 7415151613,negative
meri n8307626142 muje call karo,negative
muje apna cono do ji,negative
sir mai Amritsar se hu muje bez cahihey kaha se mile ga,negative
878900323 iss ka bij Kahan milega,negative
PAPAYA KE KHETI KARNE KI PURI JANKARI AP PLEASE NEXT VIDIO ME ZAROOR BATAYE,negative
Sir mp betul ke liye kon si kism leni chahiye bataye,positive
Rajasthan me papita ki kheti kaha hoti h plz btana,negative
papite ki kheti kaise kari or kaun sa papeeta ka beej bona,negative
ak acer me 680plant to ak plant 102941rs ka hoga or100kg fl dega to ak kg1029 rs ka bikega to 70000000 hoga kya ye pasibal he,negative
Sir bataye seeds kaha se le,positive
Sir muje eski  total detail chahiye,positive
Papite ki kheti ki puri jankari batae,negative
How it can and whats the process for this Which type of environment required for this 9996236723,positive
Kase jamem Par hu sakta hai,neutral
Mereko 5000 chhod lagana he,negative
kon si kism ke miti me,neutral
papita kitna mitti koren ki wo jam jai,negative
Yes I really impressed about that I already farming that But my three breads are not good I nee some assistance Can you please help me  9674182561 my number You can whats app me my number Please please please,negative
SK and a half day,negative
mere Bhai Puri information Diya Karokha milenge y podhe,negative
pls sir give proof with calculation,positive
Mujhe Jankari aur poudhe chahiye Contact no9338267457,negative
hello dear i am looking for some agriculture idea for my farms can you help me out my no is 7737042971,negative
Mere ko Pepita  ke podhe  chaye   kashe  melega  contact  no 9978893823,negative
gnta bhi nhi hota 500000 bhi nhi milega,negative
Sir please call me 9818925617,negative
Sir kindly send ur mobile no,negative
Kanha se iska chara poudha  milega,negative
Aap a me papers ke Bej kaha milne hai  bairaite no kaha mile ga,negative
Papita kese sell kare hum odisha me rahate he,negative
Papier kese sell Kare hum odisha me rahate he,negative
horoscope mesha Na Kaha Hai market nahi hai market,negative
Me v ak bagisa suru kar raha hu,negative
For seed contact Vikram Dahiya 9671370137,negative
Nagpur Maharashtra se hu Yaha kaise Profit paa sakte hai Papita k kheti se Mujhe Puri Jankaari Chaheye 1 Acre me ye Papita jo Grade aapne samjhaya kitne Ped lagege aur kitna profit hoga,negative
Why not learn a lesson  and  follow this extremely examplary idea,negative
I too  want to plant this this plannt,negative
MAY  I request for your mob    WhatsApp  please,negative
Bai ji pind daska de kol ik pind ch mai ban dekhe si 5 sal pehchan oh pind Hariau aw          Lakha khadial sgr,negative
Very niceGod bless youEvery farmer should do this,positive
Bai ji tahli wala jatta  da sarkri school vich bhot ha van da tree  dist fazilka,negative
veer ji tusin thik hi likhia hai mainu tuhada mobile no pind te jilla likhdeo thanks,positive
Bahut vadhia nale pun nale falia,negative
Watch the you tube by Jensen called Sri  shows how you can get more product and save water,negative
Why are they using so much land and producing so little food rice grown straight up on four levels saves land and water extend each level out from the other like a drawerthe rest of the land could be used for fish crab and prawn production three other products if one product fails the others could be relied onsuch a waste of resorcesand money and time wastedwaterproof robots could to way higher yeieldand feed more people with less stress on human slaves,negative
I agree rice should be grown on four level layers of soil horizontally by robots that are water proofrobots could produce 100 times the product with 1 percent better efficiently and this human slave labor would be over the s lives could learn tech and elevate themselves higher than pigs,negative
dont use chicken manure unless you want arsenic contamination in your rice,negative
This is till manual why use mechanise machine,negative
this is stupid way to use urea and poisons this is wrong guide by companies,negative
yeah its a very useful method for the farmers thanks aa lot,positive
Transplanting is commonly practiced as a method of weed control for wet or puddled fields It requires less seed but much more labor compared to direct seeding Also transplanted crops take longer to mature due to transplanting shock,negative
Why not plant the seeds rather than transplanting,negative
where can i download this video,negative
Interesting but is that for where irrigation is poor,negative
dontcha know jesus Canadian talk normal,negative
This is an excellent advice Well done,positive
This is not the way they do it in Arkansas In Arkansas they plant the rice seeds let germinate then flood the area No fuss,negative
Build your own back garden rice pond,positive
arros  compas y  mas  arros  para  usa  que  acaparan   lo  mejor  del  mundo  por los   dolares    los   dolares   todo   compran     arros  y  mas  arros,negative
alghoraba it is too slow and too many steps needs to be faster less steps,negative
eXCELENT good advice thanks a lot,positive
very good in Costa Rica Central America transplant too,positive
wow another way of plating rice  im now learning geography  i only know of the original ways P,negative
600 plants ke liye kitni zameen chahiye,positive
poda mi shak ko mo nabr bhata gharti wala lmd compni ho to 1000 poda lgha na hi,negative
may ne sada bahar kaghazi lemon ka bagh lagaya hay,negative
poday se poday ka fasla 6 feet,positive
or qataar se qaatar ka fasla b 6 feet hay,negative
bhai kun sa kya naam hai ye nibu ka,positive
Sir ji aap apna mobile no dene ki kirpa kre m aaka farm dekhna chahta hu mera no 9416025005 hkipya jawab jrur de,negative
Sir apka contact no mil sakta hai kya,negative
Aur mujhe  janaa hai ki 1 plant 1saal me kita fruit deta hai,negative
gadde ki doori kitne by kitne ki hai,negative
Konsi verayti ke plants hai,negative
Pauda kaha milta hai plz ur contect no,negative
Koi contract karta ho to batayen please,positive
20 lakh kaise hoga bhai please batayen kissan utpadan to kar leta h pr diktat sahi rate me bechne ki aati h bhai sell ka batayen krpiya,negative
Post your all detail address and mobile no so it make you genuine so we try it thanx you,negative
Apna phone number sand karo,negative
Sir    i think same as you   I Planted about 210  Citrus Plant in about 35 Bigha  as per growth i hope it fruiting in 2017 or 2018 I also make my youtube channel vngardner for spreading my knowledge i like your ideas  video One favour from your side  please see my videos  suggestion me in right way with thanks,positive
Siar ye nembo ka pedh 2 sal pe 2 kontal nembo aata h 4 sal bad nembo Kitana ayega aur kitne Bay kitne pe lagaye,negative
Sair ye nembo 2 sal pe 2 kontal nembo aata h 4 sal bad nembo Kitana ayega aur kitne Bay kitne pe lagaye ye nembo ka pedh,negative
sir 1 hactr ma ketna podha lganga or knha melang,negative
sir may nibu ki khati karan chata hu please mujhe nibu ki kism key baray may batiyga sir ji,negative
bhai galli to naa de,negative
manshalla ap log to muslim han jzaq alla,negative
sir me 40 podhe lagau to kitna profit hoga,negative
koi bhai btae ga k lemon ki achi qism ko si hy jo may or jon mae phal daewatsap no 0303 5077856,negative
dhantawad Bhai or video bhejo,negative
Bai mai rajsthan ke srignganagar me rahta humujhe btaye ki konsa neembu lagayekab lagyekitne pani chahiye saal baarkyoki yha pani ki kami hor kitne saalo me ye tyar ho jayegacontact 09462955529,negative
bhaut accha jankari mile aap see hume badlav ke jarurat hai dhanyawad,negative
ek plant dusre plant se kitna dur rhna chaiye,negative
Kagji neembu plants Haryana m kha se milaga want to purchase Please give me details,positive
aap ka naya video kab tak aa raha hai ajab singh khatana,negative
pls lrivide medetailes konsa bij he kaisi jamin me hota he,negative
Sir neembu gives fruits in a year once or twice give these variety I live in haryana,positive
Sir Please send the variety name of lemon this one my ID is parvinder29kumargmailcom,negative
aapka contact number mil sakta hai kyaplz,negative
Ye variety ko lagane ke liye mitti kaise hone chahide mitti ka ph kitna hona chahiye aur Haryana me ye variety kaamyaab ho sakti hai,negative
NAVED JI AAPKA FARM KIDHAR HAI,negative
EK ACRE ME KITNE PLANT LAGTEY HAI,negative
AAP KA NAYA VIDEO KAB AA RAHA HAI,negative
NAVED ALI JI AAPNE DR RAJIV KA MOB DIYA HAI WOH PERMANENT SWITCH OFF HAI DR RAJIV KA KOI AUR NO DE DOAUR APNA MOBLIE NO BHI DE DO AAP SE SAMPARK KARNA HAI LEMON FARMING KE BAAREY ME,negative
bhai thnx 4 ur valuable reply,positive
2 saal ke baad ek pauda 25 quintal kya mazak kar rahe ho yaar,negative
kindly provide me contact no of this farmer  maker of,negative
this you tube  I want to start lemon farming on my agriculture farm land,negative
MODI NAGAR GHAZIABAD U P  MAIL overtokhatanagmailcom,negative
kheti ke liye vardaan hai yeh app kheti ke sabse bade group se judne ke liye abhi download karein AgroConnect app is link pe click karkebitlyAgroConnect,negative
hi can i get your contact number want to visit,positive
sir mere  ko  detail  me  batye  plese,negative
sir mere  ko  detail  me  batye  plese,negative
Bhai jaan kya muje app ka number milega please send me ur number or call me 09821479867 or email me on shailesh5147yahoocoin,negative
deepika ji kripya kar hamsey contact kare,positive
bhai jaan yeh konsi variety ka nimbu hai,positive
Sir lemon sale krne k liye best mrkt kaha he,positive
Khud hi bol raha hai,positive
Wo jo bol rehe wo sunai nahi deta,negative
Kya aap itne busy ho ke aapko new customer nahi chahiye,negative
Aapka number kabhi bhi nahi connect ho pata Bhul se ho jaye to kabhi baat nahi ho pati,negative
Sirji aapse contact kyu nahi ho paa raha Humane kitne calls kiye hai Kindly call me 09924160013,negative
Sir namaskar m Haryana se hu m bhi ek acre m lgana h kitna kharch ayega,positive
Sir I have land in Dist Sri Ganganagar my land is having high calcium carbonate in soil  is your varity viable on my land  please reply,positive
sir kitne time main yeh apna nibhu lgne lg jayega,positive
sir apna num send kriye,positive
sir muja 8 bega m lganga h Rajasthan tonk m,negative
sir hame bhi nimbhu lgbana hai ye ye verayti kha milegi hum mathura up se hai,positive
Nembu de pte mucchn lag pae  ki krna,negative
ye kon c kism ka lemon h,neutral
Sir in which month we can grafting lemon tree in haryana,positive
plz provide numbermai es khet pr jana chahta huor dekhn chahta hutaki mai bhi usi tarah ke podhe laga saku,negative
mai es khet pr aana chahta hu or sb kuchh dekhna chahta huaap bataye ye kahan pr haiplz,negative
sir plz aap apna number de details ki jankari leni hai,negative
sir mai aapka khet dekhna chahta huaap kahan se hai or aapka contact number kya hai ya aapse contact kaise ho sakta hai,negative
sir Ji aap kahan se belong krte hai,positive
punjab farmar grop please provide me 1000 plants of lemon,positive
plants avilbal Punjab farmer group 09340126148,negative
200 piece se 2000 rs ki kamai kase hogi give me details,positive
Kitne Bay kitne pe lagaye,negative
Abhi 2 sal pe 200 nembo aaya h 4 sal bad nembo Kitana ayega aur kitne mahine nembo aata g,negative
200 nembo aaya h bad me kitna a ayega bimbo 4 sal bad,negative
Thanks brother guide karnay ka apka sukaria Allah apkay karobar may khoob barkat day,positive
Sir aap ki new video nahi aai abhi tak,positive
Sir aap ka vedio bhut achha lgakirpya aap apna Mobile no dene ki kirpa kre aap ka farm dekhna chahte hplease jaldi batayedhanyawad,negative
ek plant ka  price kya ha,negative
Nembu me ki khaad pai jaie,negative
i have 300 lamon planet 2 years old all is desi kagjinimbu,negative
Thnx for quick replySinchai garmi ke samay April see June me bhi kya ek mah me ek bar pani Dena rahta hai,negative
Behtarin sinchai kitane din ke antaral me Dena hota haibina drip irrigation ke bhi project labhdayak hota ji nahi sinchai ke bare me detail jankari denge plz,negative
Ye podha kha se milega mujhe ak kile m lgana h or ak podha kitne paso ka padta h or kha se milega,negative
Podha 2 saa ka hai ful aa rahe hai kya ful ko tod de,negative
konsi prajati  ka  podha hainsir ji,negative
nimbu me fhool nai aarahe plzz help,negative
Sir I want 1000 baby plant plzzzzz contact me 9598109911,negative
Sir apna number di jiye plz kuchh jankari leni he,negative
Please sir give me your whats up no Please help me,negative
Please sir give me your whats up no Please help me,negative
please tell me what variety is this plant and who is the main purchaser of the lemon crop,positive
Sure i will but pls guide little bit abput price of Italy euraka or Thai seedless varity price per plant for 200 acres and around management service for long termmy email is babushab73gmailcom and prodive number  too so can contact you for furder meeting in sharanpurwaiting for guidence Thanks,negative
niboo ki sabse acchi werity kon si hai or podhe kaha milenge  plz   phone per bataye   no8650373703 sonu chaudhary,negative
Kon si  variety h ye lemon ki,neutral
Pls provide me ur contact no,negative
Need to do plantation in 200 acre in UTRAKHAND Need farm manager to for hole orchard Pls guide quantity required for 200 acre And plant varitythanks,negative
